"COUNTRY","INDICATOR","YEAR","Unit Code","PowerCode Code","Reference Period Code","Value","Flag Codes"
"AUS","SME_LENDING_STOCK","2007","AUD","6",,189198,
"AUS","SME_LENDING_STOCK","2008","AUD","6",,204591,
"AUS","SME_LENDING_STOCK","2009","AUD","6",,204681,
"AUS","SME_LENDING_STOCK","2010","AUD","6",,225167,
"AUS","SME_LENDING_STOCK","2011","AUD","6",,235982,
"AUS","SME_LENDING_STOCK","2012","AUD","6",,239993,
"AUS","SME_LENDING_STOCK","2013","AUD","6",,243110,
"AUS","SME_LENDING_STOCK","2014","AUD","6",,251393,
"AUS","SME_LENDING_STOCK","2015","AUD","6",,261505,
"AUS","SME_LENDING_STOCK","2016","AUD","6",,271388,
"AUS","SME_LENDING_STOCK","2017","AUD","6",,281388,
"AUS","SME_LENDING_STOCK","2018","AUD","6",,283697,
"AUS","SME_LENDING_STOCK","2019","AUD","6",,426631,
"AUS","SME_LENDING_STOCK","2020","AUD","6",,421186,
"AUS","CORPORATE_LENDING_STOCK","2007","AUD","6",,699871,
"AUS","CORPORATE_LENDING_STOCK","2008","AUD","6",,767295,
"AUS","CORPORATE_LENDING_STOCK","2009","AUD","6",,713008,
"AUS","CORPORATE_LENDING_STOCK","2010","AUD","6",,688971,
"AUS","CORPORATE_LENDING_STOCK","2011","AUD","6",,712709,
"AUS","CORPORATE_LENDING_STOCK","2012","AUD","6",,732472,
"AUS","CORPORATE_LENDING_STOCK","2013","AUD","6",,744845,
"AUS","CORPORATE_LENDING_STOCK","2014","AUD","6",,778222,
"AUS","CORPORATE_LENDING_STOCK","2015","AUD","6",,831805,
"AUS","CORPORATE_LENDING_STOCK","2016","AUD","6",,875139,
"AUS","CORPORATE_LENDING_STOCK","2017","AUD","6",,903924,
"AUS","CORPORATE_LENDING_STOCK","2018","AUD","6",,954194,
"AUS","CORPORATE_LENDING_STOCK","2019","AUD","6",,976159,
"AUS","CORPORATE_LENDING_STOCK","2020","AUD","6",,986892,
"AUS","SME_LENDING_PROPORTION","2007","PC","0",,27.03,
"AUS","SME_LENDING_PROPORTION","2008","PC","0",,26.66,
"AUS","SME_LENDING_PROPORTION","2009","PC","0",,28.71,
"AUS","SME_LENDING_PROPORTION","2010","PC","0",,32.68,
"AUS","SME_LENDING_PROPORTION","2011","PC","0",,33.11,
"AUS","SME_LENDING_PROPORTION","2012","PC","0",,32.76,
"AUS","SME_LENDING_PROPORTION","2013","PC","0",,32.64,
"AUS","SME_LENDING_PROPORTION","2014","PC","0",,32.3,
"AUS","SME_LENDING_PROPORTION","2015","PC","0",,31.44,
"AUS","SME_LENDING_PROPORTION","2016","PC","0",,31.01,
"AUS","SME_LENDING_PROPORTION","2017","PC","0",,31.13,
"AUS","SME_LENDING_PROPORTION","2018","PC","0",,29.73,
"AUS","SME_LENDING_PROPORTION","2019","PC","0",,43.71,
"AUS","SME_LENDING_PROPORTION","2020","PC","0",,42.68,
"AUS","NPL_CORPORATE","2007","PC","0",,0.5,
"AUS","NPL_CORPORATE","2008","PC","0",,2.07,
"AUS","NPL_CORPORATE","2009","PC","0",,3.27,
"AUS","NPL_CORPORATE","2010","PC","0",,3.55,
"AUS","NPL_CORPORATE","2011","PC","0",,3.16,
"AUS","NPL_CORPORATE","2012","PC","0",,2.68,
"AUS","NPL_CORPORATE","2013","PC","0",,2.03,
"AUS","NPL_CORPORATE","2014","PC","0",,1.39,
"AUS","NPL_CORPORATE","2015","PC","0",,1.01,
"AUS","NPL_CORPORATE","2016","PC","0",,1.13,
"AUS","NPL_CORPORATE","2017","PC","0",,0.78,
"AUS","NPL_CORPORATE","2018","PC","0",,0.81,
"AUS","NPL_CORPORATE","2019","PC","0",,0.92,
"AUS","NPL_CORPORATE","2020","PC","0",,1.02,
"AUS","INTEREST_RATE_SMES","2007","PC","0",,8.66,
"AUS","INTEREST_RATE_SMES","2008","PC","0",,8.04,
"AUS","INTEREST_RATE_SMES","2009","PC","0",,7.6,
"AUS","INTEREST_RATE_SMES","2010","PC","0",,8.4,
"AUS","INTEREST_RATE_SMES","2011","PC","0",,8.02,
"AUS","INTEREST_RATE_SMES","2012","PC","0",,7.13,
"AUS","INTEREST_RATE_SMES","2013","PC","0",,6.54,
"AUS","INTEREST_RATE_SMES","2014","PC","0",,6.27,
"AUS","INTEREST_RATE_SMES","2015","PC","0",,5.63,
"AUS","INTEREST_RATE_SMES","2016","PC","0",,5.36,
"AUS","INTEREST_RATE_SMES","2017","PC","0",,5.28,
"AUS","INTEREST_RATE_SMES","2018","PC","0",,5.33,
"AUS","INTEREST_RATE_SMES","2019","PC","0",,4.18,
"AUS","INTEREST_RATE_SMES","2020","PC","0",,3.4,
"AUS","INTEREST_RATE_LARGEFIRMS","2007","PC","0",,7.95,
"AUS","INTEREST_RATE_LARGEFIRMS","2008","PC","0",,6.34,
"AUS","INTEREST_RATE_LARGEFIRMS","2009","PC","0",,5.94,
"AUS","INTEREST_RATE_LARGEFIRMS","2010","PC","0",,7.02,
"AUS","INTEREST_RATE_LARGEFIRMS","2011","PC","0",,6.74,
"AUS","INTEREST_RATE_LARGEFIRMS","2012","PC","0",,5.5,
"AUS","INTEREST_RATE_LARGEFIRMS","2013","PC","0",,4.77,
"AUS","INTEREST_RATE_LARGEFIRMS","2014","PC","0",,4.6,
"AUS","INTEREST_RATE_LARGEFIRMS","2015","PC","0",,3.9,
"AUS","INTEREST_RATE_LARGEFIRMS","2016","PC","0",,3.49,
"AUS","INTEREST_RATE_LARGEFIRMS","2017","PC","0",,3.43,
"AUS","INTEREST_RATE_LARGEFIRMS","2018","PC","0",,3.72,
"AUS","INTEREST_RATE_LARGEFIRMS","2019","PC","0",,2.48,
"AUS","INTEREST_RATE_LARGEFIRMS","2020","PC","0",,1.63,
"AUS","INTEREST_RATE_SPREAD","2007","PC","0",,0.71,
"AUS","INTEREST_RATE_SPREAD","2008","PC","0",,1.7,
"AUS","INTEREST_RATE_SPREAD","2009","PC","0",,1.66,
"AUS","INTEREST_RATE_SPREAD","2010","PC","0",,1.38,
"AUS","INTEREST_RATE_SPREAD","2011","PC","0",,1.28,
"AUS","INTEREST_RATE_SPREAD","2012","PC","0",,1.62,
"AUS","INTEREST_RATE_SPREAD","2013","PC","0",,1.77,
"AUS","INTEREST_RATE_SPREAD","2014","PC","0",,1.67,
"AUS","INTEREST_RATE_SPREAD","2015","PC","0",,1.73,
"AUS","INTEREST_RATE_SPREAD","2016","PC","0",,1.86,
"AUS","INTEREST_RATE_SPREAD","2017","PC","0",,1.85,
"AUS","INTEREST_RATE_SPREAD","2018","PC","0",,1.61,
"AUS","INTEREST_RATE_SPREAD","2019","PC","0",,1.7,
"AUS","INTEREST_RATE_SPREAD","2020","PC","0",,1.77,
"AUS","VC","2011","AUD","6",,461,
"AUS","VC","2012","AUD","6",,281,
"AUS","VC","2013","AUD","6",,244,
"AUS","VC","2014","AUD","6",,301,
"AUS","VC","2015","AUD","6",,591,
"AUS","VC","2016","AUD","6",,966,
"AUS","VC","2017","AUD","6",,983,
"AUS","VC","2018","AUD","6",,1307,
"AUS","VC","2019","AUD","6",,1169,
"AUS","VC","2020","AUD","6",,1675,
"AUS","VC_GROWTH","2012","PC","0",,-39.05,
"AUS","VC_GROWTH","2013","PC","0",,-13.17,
"AUS","VC_GROWTH","2014","PC","0",,23.36,
"AUS","VC_GROWTH","2015","PC","0",,96.35,
"AUS","VC_GROWTH","2016","PC","0",,63.45,
"AUS","VC_GROWTH","2017","PC","0",,1.76,
"AUS","VC_GROWTH","2018","PC","0",,32.96,
"AUS","VC_GROWTH","2019","PC","0",,-10.56,
"AUS","VC_GROWTH","2020","PC","0",,43.28,
"AUS","LEASING","2007","AUD","6",,9245.2,
"AUS","LEASING","2008","AUD","6",,9279.8,
"AUS","LEASING","2009","AUD","6",,6731.8,
"AUS","LEASING","2010","AUD","6",,6549.4,
"AUS","LEASING","2011","AUD","6",,6899.8,
"AUS","LEASING","2012","AUD","6",,8746.6,
"AUS","LEASING","2013","AUD","6",,7336,
"AUS","LEASING","2014","AUD","6",,8767.3,
"AUS","LEASING","2015","AUD","6",,9861.5,
"AUS","LEASING","2016","AUD","6",,8890.7,
"AUS","LEASING","2017","AUD","6",,10140.8,
"AUS","LEASING","2018","AUD","6",,9714.2,
"AUS","LEASING","2019","AUD","6",,9977.9,
"AUS","LEASING","2020","AUD","6",,10534,
"AUS","FACTORING","2007","AUD","6",,54757,
"AUS","FACTORING","2008","AUD","6",,64991,
"AUS","FACTORING","2009","AUD","6",,63101,
"AUS","FACTORING","2010","AUD","6",,58661,
"AUS","FACTORING","2011","AUD","6",,61422,
"AUS","FACTORING","2012","AUD","6",,63361,
"AUS","FACTORING","2013","AUD","6",,63272,
"AUS","FACTORING","2014","AUD","6",,62391,
"AUS","FACTORING","2015","AUD","6",,64400,
"AUT","CORPORATE_LENDING_STOCK","2007","EUR","9",,123.07,
"AUT","CORPORATE_LENDING_STOCK","2008","EUR","9",,134.9,
"AUT","CORPORATE_LENDING_STOCK","2009","EUR","9",,132.41,
"AUT","CORPORATE_LENDING_STOCK","2010","EUR","9",,135.47,
"AUT","CORPORATE_LENDING_STOCK","2011","EUR","9",,138.84,
"AUT","CORPORATE_LENDING_STOCK","2012","EUR","9",,140.38,
"AUT","CORPORATE_LENDING_STOCK","2013","EUR","9",,140.33,
"AUT","CORPORATE_LENDING_STOCK","2014","EUR","9",,136.61,
"AUT","CORPORATE_LENDING_STOCK","2015","EUR","9",,137.2,
"AUT","CORPORATE_LENDING_STOCK","2016","EUR","9",,135.6,
"AUT","CORPORATE_LENDING_STOCK","2017","EUR","9",,143.8,
"AUT","CORPORATE_LENDING_STOCK","2018","EUR","9",,153,
"AUT","CORPORATE_LENDING_STOCK","2019","EUR","9",,162.9,
"AUT","CORPORATE_LENDING_STOCK","2020","EUR","9",,169.8,
"AUT","CORPORATE_LENDING_FLOW","2009","EUR","6",,85490,
"AUT","CORPORATE_LENDING_FLOW","2010","EUR","6",,74896,
"AUT","CORPORATE_LENDING_FLOW","2011","EUR","6",,73041,
"AUT","CORPORATE_LENDING_FLOW","2012","EUR","6",,80867,
"AUT","CORPORATE_LENDING_FLOW","2013","EUR","6",,73461,
"AUT","CORPORATE_LENDING_FLOW","2014","EUR","6",,73132,
"AUT","CORPORATE_LENDING_FLOW","2015","EUR","6",,61711,
"AUT","CORPORATE_LENDING_FLOW","2016","EUR","6",,55543,
"AUT","CORPORATE_LENDING_FLOW","2017","EUR","6",,64418,
"AUT","CORPORATE_LENDING_FLOW","2018","EUR","6",,64438,
"AUT","CORPORATE_LENDING_FLOW","2019","EUR","6",,71266,
"AUT","CORPORATE_LENDING_FLOW","2020","EUR","6",,60096,
"AUT","SME_LENDING_FLOW","2009","EUR","6",,10054,
"AUT","SME_LENDING_FLOW","2010","EUR","6",,9414,
"AUT","SME_LENDING_FLOW","2011","EUR","6",,9476,
"AUT","SME_LENDING_FLOW","2012","EUR","6",,9347,
"AUT","SME_LENDING_FLOW","2013","EUR","6",,8884,
"AUT","SME_LENDING_FLOW","2014","EUR","6",,8237,
"AUT","SME_LENDING_FLOW","2015","EUR","6",,8116,
"AUT","SME_LENDING_FLOW","2016","EUR","6",,7499,
"AUT","SME_LENDING_FLOW","2017","EUR","6",,8304,
"AUT","SME_LENDING_FLOW","2018","EUR","6",,8182,
"AUT","SME_LENDING_FLOW","2019","EUR","6",,8639,
"AUT","SME_LENDING_FLOW","2020","EUR","6",,9214,
"AUT","NEW_LENDING_PROPORTION","2009","PC","0",,11.76,
"AUT","NEW_LENDING_PROPORTION","2010","PC","0",,12.57,
"AUT","NEW_LENDING_PROPORTION","2011","PC","0",,12.97,
"AUT","NEW_LENDING_PROPORTION","2012","PC","0",,11.56,
"AUT","NEW_LENDING_PROPORTION","2013","PC","0",,12.09,
"AUT","NEW_LENDING_PROPORTION","2014","PC","0",,11.26,
"AUT","NEW_LENDING_PROPORTION","2015","PC","0",,13.15,
"AUT","NEW_LENDING_PROPORTION","2016","PC","0",,13.5,
"AUT","NEW_LENDING_PROPORTION","2017","PC","0",,12.89,
"AUT","NEW_LENDING_PROPORTION","2018","PC","0",,12.7,
"AUT","NEW_LENDING_PROPORTION","2019","PC","0",,12.12,
"AUT","NEW_LENDING_PROPORTION","2020","PC","0",,15.33,
"AUT","LOAN_GUARANTEES","2007","EUR","6",,341,
"AUT","LOAN_GUARANTEES","2008","EUR","6",,164,
"AUT","LOAN_GUARANTEES","2009","EUR","6",,214,
"AUT","LOAN_GUARANTEES","2010","EUR","6",,173,
"AUT","LOAN_GUARANTEES","2011","EUR","6",,143,
"AUT","LOAN_GUARANTEES","2012","EUR","6",,158,
"AUT","LOAN_GUARANTEES","2013","EUR","6",,167,
"AUT","LOAN_GUARANTEES","2014","EUR","6",,172,
"AUT","LOAN_GUARANTEES","2015","EUR","6",,204,
"AUT","LOAN_GUARANTEES","2016","EUR","6",,192,
"AUT","LOAN_GUARANTEES","2017","EUR","6",,279.23,
"AUT","LOAN_GUARANTEES","2018","EUR","6",,300.76,
"AUT","LOAN_GUARANTEES","2019","EUR","6",,365.98,
"AUT","LOAN_GUARANTEES","2020","EUR","6",,4898.34,
"AUT","GUARANTEED_LOANS","2007","EUR","6",,429,
"AUT","GUARANTEED_LOANS","2008","EUR","6",,211,
"AUT","GUARANTEED_LOANS","2009","EUR","6",,279,
"AUT","GUARANTEED_LOANS","2010","EUR","6",,226,
"AUT","GUARANTEED_LOANS","2011","EUR","6",,185,
"AUT","GUARANTEED_LOANS","2012","EUR","6",,207,
"AUT","GUARANTEED_LOANS","2013","EUR","6",,211,
"AUT","GUARANTEED_LOANS","2014","EUR","6",,225,
"AUT","GUARANTEED_LOANS","2015","EUR","6",,258,
"AUT","GUARANTEED_LOANS","2016","EUR","6",,282,
"AUT","GUARANTEED_LOANS","2017","EUR","6",,413.77,
"AUT","GUARANTEED_LOANS","2018","EUR","6",,395.34,
"AUT","GUARANTEED_LOANS","2019","EUR","6",,568.1,
"AUT","GUARANTEED_LOANS","2020","EUR","6",,5508.21,
"AUT","DIRECT_LOANS","2007","EUR","6",,535,
"AUT","DIRECT_LOANS","2008","EUR","6",,579,
"AUT","DIRECT_LOANS","2009","EUR","6",,574,
"AUT","DIRECT_LOANS","2010","EUR","6",,607,
"AUT","DIRECT_LOANS","2011","EUR","6",,633,
"AUT","DIRECT_LOANS","2012","EUR","6",,539,
"AUT","DIRECT_LOANS","2013","EUR","6",,594,
"AUT","DIRECT_LOANS","2014","EUR","6",,490,
"AUT","DIRECT_LOANS","2015","EUR","6",,543,
"AUT","DIRECT_LOANS","2016","EUR","6",,454,
"AUT","DIRECT_LOANS","2017","EUR","6",,743.84,
"AUT","DIRECT_LOANS","2018","EUR","6",,689.95,
"AUT","DIRECT_LOANS","2019","EUR","6",,749.05,
"AUT","DIRECT_LOANS","2020","EUR","6",,793.32,
"AUT","INTEREST_RATE_SMES","2007","PC","0",,5.11,
"AUT","INTEREST_RATE_SMES","2008","PC","0",,5.47,
"AUT","INTEREST_RATE_SMES","2009","PC","0",,2.89,
"AUT","INTEREST_RATE_SMES","2010","PC","0",,2.43,
"AUT","INTEREST_RATE_SMES","2011","PC","0",,2.92,
"AUT","INTEREST_RATE_SMES","2012","PC","0",,2.46,
"AUT","INTEREST_RATE_SMES","2013","PC","0",,2.28,
"AUT","INTEREST_RATE_SMES","2014","PC","0",,2.27,
"AUT","INTEREST_RATE_SMES","2015","PC","0",,2.02,
"AUT","INTEREST_RATE_SMES","2016","PC","0",,1.92,
"AUT","INTEREST_RATE_SMES","2017","PC","0",,1.8,
"AUT","INTEREST_RATE_SMES","2018","PC","0",,1.82,
"AUT","INTEREST_RATE_SMES","2019","PC","0",,1.8,
"AUT","INTEREST_RATE_SMES","2020","PC","0",,1.59,
"AUT","INTEREST_RATE_LARGEFIRMS","2007","PC","0",,4.69,
"AUT","INTEREST_RATE_LARGEFIRMS","2008","PC","0",,5.04,
"AUT","INTEREST_RATE_LARGEFIRMS","2009","PC","0",,2.33,
"AUT","INTEREST_RATE_LARGEFIRMS","2010","PC","0",,1.96,
"AUT","INTEREST_RATE_LARGEFIRMS","2011","PC","0",,2.55,
"AUT","INTEREST_RATE_LARGEFIRMS","2012","PC","0",,1.98,
"AUT","INTEREST_RATE_LARGEFIRMS","2013","PC","0",,1.77,
"AUT","INTEREST_RATE_LARGEFIRMS","2014","PC","0",,1.74,
"AUT","INTEREST_RATE_LARGEFIRMS","2015","PC","0",,1.61,
"AUT","INTEREST_RATE_LARGEFIRMS","2016","PC","0",,1.54,
"AUT","INTEREST_RATE_LARGEFIRMS","2017","PC","0",,1.45,
"AUT","INTEREST_RATE_LARGEFIRMS","2018","PC","0",,1.38,
"AUT","INTEREST_RATE_LARGEFIRMS","2019","PC","0",,1.32,
"AUT","INTEREST_RATE_LARGEFIRMS","2020","PC","0",,1.36,
"AUT","INTEREST_RATE_SPREAD","2007","PC","0",,0.42,
"AUT","INTEREST_RATE_SPREAD","2008","PC","0",,0.43,
"AUT","INTEREST_RATE_SPREAD","2009","PC","0",,0.56,
"AUT","INTEREST_RATE_SPREAD","2010","PC","0",,0.47,
"AUT","INTEREST_RATE_SPREAD","2011","PC","0",,0.37,
"AUT","INTEREST_RATE_SPREAD","2012","PC","0",,0.48,
"AUT","INTEREST_RATE_SPREAD","2013","PC","0",,0.51,
"AUT","INTEREST_RATE_SPREAD","2014","PC","0",,0.53,
"AUT","INTEREST_RATE_SPREAD","2015","PC","0",,0.41,
"AUT","INTEREST_RATE_SPREAD","2016","PC","0",,0.38,
"AUT","INTEREST_RATE_SPREAD","2017","PC","0",,0.35,
"AUT","INTEREST_RATE_SPREAD","2018","PC","0",,0.44,
"AUT","INTEREST_RATE_SPREAD","2019","PC","0",,0.48,
"AUT","INTEREST_RATE_SPREAD","2020","PC","0",,0.23,
"AUT","VC","2007","EUR","6",,83.79,
"AUT","VC","2008","EUR","6",,73.03,
"AUT","VC","2009","EUR","6",,113.1,
"AUT","VC","2010","EUR","6",,75.29,
"AUT","VC","2011","EUR","6",,208.67,
"AUT","VC","2012","EUR","6",,64.55,
"AUT","VC","2013","EUR","6",,82.02,
"AUT","VC","2014","EUR","6",,104.84,
"AUT","VC","2015","EUR","6",,197.07,
"AUT","VC","2016","EUR","6",,85.48,
"AUT","VC","2017","EUR","6",,286.75,
"AUT","VC","2018","EUR","6",,134.89,
"AUT","VC","2019","EUR","6",,168.59,
"AUT","VC","2020","EUR","6",,250.73,
"AUT","VC_GROWTH","2008","PC","0",,-12.84,
"AUT","VC_GROWTH","2009","PC","0",,54.87,
"AUT","VC_GROWTH","2010","PC","0",,-33.44,
"AUT","VC_GROWTH","2011","PC","0",,177.17,
"AUT","VC_GROWTH","2012","PC","0",,-69.07,
"AUT","VC_GROWTH","2013","PC","0",,27.06,
"AUT","VC_GROWTH","2014","PC","0",,27.83,
"AUT","VC_GROWTH","2015","PC","0",,87.97,
"AUT","VC_GROWTH","2016","PC","0",,-56.63,
"AUT","VC_GROWTH","2017","PC","0",,235.47,
"AUT","VC_GROWTH","2018","PC","0",,-52.96,
"AUT","VC_GROWTH","2019","PC","0",,24.98,
"AUT","VC_GROWTH","2020","PC","0",,48.72,
"AUT","PAYMENT_DELAYS","2008","DAY","0",,8,
"AUT","PAYMENT_DELAYS","2009","DAY","0",,8,
"AUT","PAYMENT_DELAYS","2010","DAY","0",,11,
"AUT","PAYMENT_DELAYS","2011","DAY","0",,12,
"AUT","PAYMENT_DELAYS","2012","DAY","0",,11,
"AUT","PAYMENT_DELAYS","2013","DAY","0",,12,
"AUT","PAYMENT_DELAYS","2014","DAY","0",,13,
"AUT","PAYMENT_DELAYS","2015","DAY","0",,4,
"AUT","PAYMENT_DELAYS","2016","DAY","0",,4,
"AUT","PAYMENT_DELAYS","2017","DAY","0",,2,
"AUT","PAYMENT_DELAYS","2018","DAY","0",,1,
"AUT","PAYMENT_DELAYS","2019","DAY","0",,1,
"AUT","PAYMENT_DELAYS","2020","DAY","0",,14,
"AUT","ST_LENDING_PROPORTION","2009","PC","0",,59.82,
"AUT","ST_LENDING_PROPORTION","2010","PC","0",,54.59,
"AUT","ST_LENDING_PROPORTION","2011","PC","0",,52.17,
"AUT","ST_LENDING_PROPORTION","2012","PC","0",,52.43,
"AUT","ST_LENDING_PROPORTION","2013","PC","0",,51.06,
"AUT","ST_LENDING_PROPORTION","2014","PC","0",,48.76,
"AUT","ST_LENDING_PROPORTION","2015","PC","0",,41.21,
"AUT","ST_LENDING_PROPORTION","2016","PC","0",,40.14,
"AUT","ST_LENDING_PROPORTION","2017","PC","0",,30.58,
"AUT","ST_LENDING_PROPORTION","2018","PC","0",,24.42,
"AUT","ST_LENDING_PROPORTION","2019","PC","0",,22.79,
"AUT","ST_LENDING_PROPORTION","2020","PC","0",,17.8,
"BEL","SME_LENDING_STOCK","2007","EUR","6",,82833,
"BEL","SME_LENDING_STOCK","2008","EUR","6",,89066,
"BEL","SME_LENDING_STOCK","2009","EUR","6",,88925,
"BEL","SME_LENDING_STOCK","2010","EUR","6",,93900,
"BEL","SME_LENDING_STOCK","2011","EUR","6",,100031,
"BEL","SME_LENDING_STOCK","2012","EUR","6",,109646,
"BEL","SME_LENDING_STOCK","2013","EUR","6",,109487,
"BEL","SME_LENDING_STOCK","2014","EUR","6",,100743,
"BEL","SME_LENDING_STOCK","2015","EUR","6",,104422,
"BEL","SME_LENDING_STOCK","2016","EUR","6",,108005,
"BEL","SME_LENDING_STOCK","2017","EUR","6",,115709,
"BEL","SME_LENDING_STOCK","2018","EUR","6",,123901,
"BEL","SME_LENDING_STOCK","2019","EUR","6",,130895,
"BEL","SME_LENDING_STOCK","2020","EUR","6",,133581,
"BEL","CORPORATE_LENDING_STOCK","2007","EUR","6",,134211,
"BEL","CORPORATE_LENDING_STOCK","2008","EUR","6",,149389,
"BEL","CORPORATE_LENDING_STOCK","2009","EUR","6",,141761,
"BEL","CORPORATE_LENDING_STOCK","2010","EUR","6",,150610,
"BEL","CORPORATE_LENDING_STOCK","2011","EUR","6",,153739,
"BEL","CORPORATE_LENDING_STOCK","2012","EUR","6",,167571,
"BEL","CORPORATE_LENDING_STOCK","2013","EUR","6",,161973,
"BEL","CORPORATE_LENDING_STOCK","2014","EUR","6",,151734,
"BEL","CORPORATE_LENDING_STOCK","2015","EUR","6",,164596,
"BEL","CORPORATE_LENDING_STOCK","2016","EUR","6",,163354,
"BEL","CORPORATE_LENDING_STOCK","2017","EUR","6",,173591,
"BEL","CORPORATE_LENDING_STOCK","2018","EUR","6",,184087,
"BEL","CORPORATE_LENDING_STOCK","2019","EUR","6",,193060,
"BEL","CORPORATE_LENDING_STOCK","2020","EUR","6",,195204,
"BEL","SME_LENDING_PROPORTION","2007","PC","0",,61.72,
"BEL","SME_LENDING_PROPORTION","2008","PC","0",,59.62,
"BEL","SME_LENDING_PROPORTION","2009","PC","0",,62.73,
"BEL","SME_LENDING_PROPORTION","2010","PC","0",,62.35,
"BEL","SME_LENDING_PROPORTION","2011","PC","0",,65.07,
"BEL","SME_LENDING_PROPORTION","2012","PC","0",,65.43,
"BEL","SME_LENDING_PROPORTION","2013","PC","0",,67.6,
"BEL","SME_LENDING_PROPORTION","2014","PC","0",,66.39,
"BEL","SME_LENDING_PROPORTION","2015","PC","0",,63.44,
"BEL","SME_LENDING_PROPORTION","2016","PC","0",,66.12,
"BEL","SME_LENDING_PROPORTION","2017","PC","0",,66.66,
"BEL","SME_LENDING_PROPORTION","2018","PC","0",,67.31,
"BEL","SME_LENDING_PROPORTION","2019","PC","0",,67.8,
"BEL","SME_LENDING_PROPORTION","2020","PC","0",,68.43,
"BEL","SME_LENDING_ST","2007","EUR","6",,37394,
"BEL","SME_LENDING_ST","2008","EUR","6",,40355,
"BEL","SME_LENDING_ST","2009","EUR","6",,34120,
"BEL","SME_LENDING_ST","2010","EUR","6",,35414,
"BEL","SME_LENDING_ST","2011","EUR","6",,36476,
"BEL","SME_LENDING_ST","2012","EUR","6",,34484,
"BEL","SME_LENDING_ST","2013","EUR","6",,33829,
"BEL","SME_LENDING_ST","2014","EUR","6",,31360,
"BEL","SME_LENDING_ST","2015","EUR","6",,30890,
"BEL","SME_LENDING_ST","2016","EUR","6",,31995,
"BEL","SME_LENDING_ST","2017","EUR","6",,33618,
"BEL","SME_LENDING_ST","2018","EUR","6",,36680,
"BEL","SME_LENDING_ST","2019","EUR","6",,36747,
"BEL","SME_LENDING_ST","2020","EUR","6",,34729,
"BEL","SME_LENDING_LT","2007","EUR","6",,59676,
"BEL","SME_LENDING_LT","2008","EUR","6",,66092,
"BEL","SME_LENDING_LT","2009","EUR","6",,72233,
"BEL","SME_LENDING_LT","2010","EUR","6",,77194,
"BEL","SME_LENDING_LT","2011","EUR","6",,79329,
"BEL","SME_LENDING_LT","2012","EUR","6",,82484,
"BEL","SME_LENDING_LT","2013","EUR","6",,83893,
"BEL","SME_LENDING_LT","2014","EUR","6",,80301,
"BEL","SME_LENDING_LT","2015","EUR","6",,84724,
"BEL","SME_LENDING_LT","2016","EUR","6",,90780,
"BEL","SME_LENDING_LT","2017","EUR","6",,97769,
"BEL","SME_LENDING_LT","2018","EUR","6",,103466,
"BEL","SME_LENDING_LT","2019","EUR","6",,109576,
"BEL","SME_LENDING_LT","2020","EUR","6",,115492,
"BEL","LOAN_GUARANTEES","2008","EUR","6",,156.54,
"BEL","LOAN_GUARANTEES","2009","EUR","6",,411.94,
"BEL","LOAN_GUARANTEES","2010","EUR","6",,553.94,
"BEL","LOAN_GUARANTEES","2011","EUR","6",,317.51,
"BEL","LOAN_GUARANTEES","2012","EUR","6",,266.01,
"BEL","LOAN_GUARANTEES","2013","EUR","6",,480.21,
"BEL","LOAN_GUARANTEES","2014","EUR","6",,265.6,
"BEL","LOAN_GUARANTEES","2015","EUR","6",,448.23,
"BEL","LOAN_GUARANTEES","2016","EUR","6",,398.34,
"BEL","LOAN_GUARANTEES","2017","EUR","6",,458.36,
"BEL","LOAN_GUARANTEES","2018","EUR","6",,612,
"BEL","LOAN_GUARANTEES","2019","EUR","6",,520,
"BEL","LOAN_GUARANTEES","2020","EUR","6",,777,
"BEL","GUARANTEED_LOANS","2008","EUR","6",,312.67,
"BEL","GUARANTEED_LOANS","2009","EUR","6",,832.7,
"BEL","GUARANTEED_LOANS","2010","EUR","6",,888.38,
"BEL","GUARANTEED_LOANS","2011","EUR","6",,561.74,
"BEL","GUARANTEED_LOANS","2012","EUR","6",,484.34,
"BEL","GUARANTEED_LOANS","2013","EUR","6",,826.07,
"BEL","GUARANTEED_LOANS","2014","EUR","6",,476.75,
"BEL","GUARANTEED_LOANS","2015","EUR","6",,805.59,
"BEL","GUARANTEED_LOANS","2016","EUR","6",,735.91,
"BEL","GUARANTEED_LOANS","2017","EUR","6",,828.26,
"BEL","GUARANTEED_LOANS","2018","EUR","6",,1130,
"BEL","GUARANTEED_LOANS","2019","EUR","6",,993,
"BEL","GUARANTEED_LOANS","2020","EUR","6",,1318,
"BEL","DIRECT_LOANS","2008","EUR","6",,113.71,
"BEL","DIRECT_LOANS","2009","EUR","6",,142.2,
"BEL","DIRECT_LOANS","2010","EUR","6",,141.87,
"BEL","DIRECT_LOANS","2011","EUR","6",,148.29,
"BEL","DIRECT_LOANS","2012","EUR","6",,170.54,
"BEL","DIRECT_LOANS","2013","EUR","6",,235.62,
"BEL","INTEREST_RATE_SMES","2007","PC","0",,5.45,
"BEL","INTEREST_RATE_SMES","2008","PC","0",,5.7,
"BEL","INTEREST_RATE_SMES","2009","PC","0",,3.01,
"BEL","INTEREST_RATE_SMES","2010","PC","0",,2.51,
"BEL","INTEREST_RATE_SMES","2011","PC","0",,2.88,
